alpha_rate,tau_rate,final_winrate
0.01,1.0,0.29005000000000003
0.01,15.214285714285714,0.68605
0.01,29.428571428571427,0.76585
0.01,43.64285714285714,0.80715
0.01,57.857142857142854,0.8289
0.01,72.07142857142857,0.8392500000000002
0.01,86.28571428571428,0.85025
0.01,100.5,0.86
0.01,114.71428571428571,0.86395
0.01,128.92857142857142,0.87235
0.01,143.14285714285714,0.87835
0.01,157.35714285714286,0.8791
0.01,171.57142857142856,0.8812999999999999
0.01,185.78571428571428,0.885
0.01,200.0,0.8877499999999999
0.12,1.0,0.30345000000000005
0.12,15.214285714285714,0.76945
0.12,29.428571428571427,0.8645000000000002
0.12,43.64285714285714,0.90115
0.12,57.857142857142854,0.9225999999999999
0.12,72.07142857142857,0.9385999999999999
0.12,86.28571428571428,0.94895
0.12,100.5,0.9544499999999999
0.12,114.71428571428571,0.9614
0.12,128.92857142857142,0.9675499999999999
0.12,143.14285714285714,0.9680500000000001
0.12,157.35714285714286,0.969
0.12,171.57142857142856,0.9699
0.12,185.78571428571428,0.9756500000000001
0.12,200.0,0.9755499999999999
0.23,1.0,0.3109
0.23,15.214285714285714,0.7749499999999999
0.23,29.428571428571427,0.8702499999999999
0.23,43.64285714285714,0.9038999999999999
0.23,57.857142857142854,0.9263
0.23,72.07142857142857,0.94155
0.23,86.28571428571428,0.9487500000000001
0.23,100.5,0.9545999999999999
0.23,114.71428571428571,0.96065
0.23,128.92857142857142,0.9631000000000001
0.23,143.14285714285714,0.9675
0.23,157.35714285714286,0.9710999999999999
0.23,171.57142857142856,0.97425
0.23,185.78571428571428,0.9752000000000001
0.23,200.0,0.9747999999999999
0.34,1.0,0.3127
0.34,15.214285714285714,0.7746500000000001
0.34,29.428571428571427,0.8629
0.34,43.64285714285714,0.9042499999999999
0.34,57.857142857142854,0.9275
0.34,72.07142857142857,0.93765
0.34,86.28571428571428,0.94945
0.34,100.5,0.9551999999999999
0.34,114.71428571428571,0.96135
0.34,128.92857142857142,0.9648
0.34,143.14285714285714,0.9692000000000001
0.34,157.35714285714286,0.9719
0.34,171.57142857142856,0.9711500000000001
0.34,185.78571428571428,0.9751999999999998
0.34,200.0,0.9779
0.45,1.0,0.30720000000000003
0.45,15.214285714285714,0.77895
0.45,29.428571428571427,0.86595
0.45,43.64285714285714,0.9020000000000001
0.45,57.857142857142854,0.925
0.45,72.07142857142857,0.9423000000000001
0.45,86.28571428571428,0.9483499999999999
0.45,100.5,0.9564999999999999
0.45,114.71428571428571,0.9620000000000001
0.45,128.92857142857142,0.9657500000000001
0.45,143.14285714285714,0.96845
0.45,157.35714285714286,0.9715499999999999
0.45,171.57142857142856,0.9743999999999999
0.45,185.78571428571428,0.9743999999999999
0.45,200.0,0.9748999999999999
0.56,1.0,0.3069
0.56,15.214285714285714,0.7823
0.56,29.428571428571427,0.86645
0.56,43.64285714285714,0.9022
0.56,57.857142857142854,0.9260999999999999
0.56,72.07142857142857,0.94205
0.56,86.28571428571428,0.9480000000000001
0.56,100.5,0.9576
0.56,114.71428571428571,0.9611500000000002
0.56,128.92857142857142,0.9651
0.56,143.14285714285714,0.9673499999999999
0.56,157.35714285714286,0.9742000000000001
0.56,171.57142857142856,0.97295
0.56,185.78571428571428,0.9738999999999999
0.56,200.0,0.9775
0.67,1.0,0.3047
0.67,15.214285714285714,0.7721500000000001
0.67,29.428571428571427,0.8654999999999999
0.67,43.64285714285714,0.9094
0.67,57.857142857142854,0.9235
0.67,72.07142857142857,0.9385999999999999
0.67,86.28571428571428,0.94725
0.67,100.5,0.9561499999999998
0.67,114.71428571428571,0.96125
0.67,128.92857142857142,0.9644
0.67,143.14285714285714,0.96885
0.67,157.35714285714286,0.9714499999999999
0.67,171.57142857142856,0.9746499999999999
0.67,185.78571428571428,0.9737500000000001
0.67,200.0,0.97735
0.78,1.0,0.3076
0.78,15.214285714285714,0.7781499999999999
0.78,29.428571428571427,0.86575
0.78,43.64285714285714,0.9055500000000001
0.78,57.857142857142854,0.9256
0.78,72.07142857142857,0.9423999999999999
0.78,86.28571428571428,0.9486999999999999
0.78,100.5,0.9551999999999999
0.78,114.71428571428571,0.96045
0.78,128.92857142857142,0.9660500000000001
0.78,143.14285714285714,0.9694500000000001
0.78,157.35714285714286,0.9704499999999999
0.78,171.57142857142856,0.9759500000000001
0.78,185.78571428571428,0.975
0.78,200.0,0.9770999999999999
0.89,1.0,0.31589999999999996
0.89,15.214285714285714,0.7756000000000001
0.89,29.428571428571427,0.8685500000000002
0.89,43.64285714285714,0.90615
0.89,57.857142857142854,0.9263999999999999
0.89,72.07142857142857,0.9416
0.89,86.28571428571428,0.9468
0.89,100.5,0.9551000000000001
0.89,114.71428571428571,0.95915
0.89,128.92857142857142,0.96425
0.89,143.14285714285714,0.9689
0.89,157.35714285714286,0.9704499999999999
0.89,171.57142857142856,0.9766999999999999
0.89,185.78571428571428,0.9753000000000001
0.89,200.0,0.97615
1.0,1.0,0.30765
1.0,15.214285714285714,0.778
1.0,29.428571428571427,0.86425
1.0,43.64285714285714,0.9079
1.0,57.857142857142854,0.92845
1.0,72.07142857142857,0.9417500000000001
1.0,86.28571428571428,0.94825
1.0,100.5,0.9563
1.0,114.71428571428571,0.9616000000000001
1.0,128.92857142857142,0.9642500000000002
1.0,143.14285714285714,0.9682000000000001
1.0,157.35714285714286,0.9742
1.0,171.57142857142856,0.97305
1.0,185.78571428571428,0.97525
1.0,200.0,0.9753000000000001
