alpha_rate,tau_rate,final_winrate
0.01,1.0,0.12269999999999999
0.01,15.214285714285714,0.1092
0.01,29.428571428571427,0.09985
0.01,43.64285714285714,0.09675
0.01,57.857142857142854,0.0938
0.01,72.07142857142857,0.08435
0.01,86.28571428571428,0.08225
0.01,100.5,0.0844
0.01,114.71428571428571,0.08185
0.01,128.92857142857142,0.07844999999999999
0.01,143.14285714285714,0.07730000000000001
0.01,157.35714285714286,0.07725
0.01,171.57142857142856,0.07444999999999999
0.01,185.78571428571428,0.07554999999999999
0.01,200.0,0.0696
0.12,1.0,0.11100000000000002
0.12,15.214285714285714,0.06995
0.12,29.428571428571427,0.05789999999999999
0.12,43.64285714285714,0.047799999999999995
0.12,57.857142857142854,0.04045
0.12,72.07142857142857,0.03855
0.12,86.28571428571428,0.034
0.12,100.5,0.029449999999999997
0.12,114.71428571428571,0.028999999999999998
0.12,128.92857142857142,0.02695
0.12,143.14285714285714,0.026350000000000002
0.12,157.35714285714286,0.024
0.12,171.57142857142856,0.02765
0.12,185.78571428571428,0.024050000000000002
0.12,200.0,0.02445
0.23,1.0,0.11655
0.23,15.214285714285714,0.07959999999999999
0.23,29.428571428571427,0.06915
0.23,43.64285714285714,0.06345
0.23,57.857142857142854,0.06265000000000001
0.23,72.07142857142857,0.056499999999999995
0.23,86.28571428571428,0.05605
0.23,100.5,0.054849999999999996
0.23,114.71428571428571,0.0504
0.23,128.92857142857142,0.04865
0.23,143.14285714285714,0.047650000000000005
0.23,157.35714285714286,0.04725
0.23,171.57142857142856,0.044599999999999994
0.23,185.78571428571428,0.044700000000000004
0.23,200.0,0.04445
0.34,1.0,0.11439999999999999
0.34,15.214285714285714,0.08419999999999998
0.34,29.428571428571427,0.0752
0.34,43.64285714285714,0.06555
0.34,57.857142857142854,0.064
0.34,72.07142857142857,0.057999999999999996
0.34,86.28571428571428,0.058199999999999995
0.34,100.5,0.05715
0.34,114.71428571428571,0.0591
0.34,128.92857142857142,0.053700000000000005
0.34,143.14285714285714,0.054000000000000006
0.34,157.35714285714286,0.051149999999999994
0.34,171.57142857142856,0.04995000000000001
0.34,185.78571428571428,0.0472
0.34,200.0,0.0474
0.45,1.0,0.11779999999999999
0.45,15.214285714285714,0.08395
0.45,29.428571428571427,0.07285
0.45,43.64285714285714,0.0678
0.45,57.857142857142854,0.06555
0.45,72.07142857142857,0.0658
0.45,86.28571428571428,0.0605
0.45,100.5,0.05885
0.45,114.71428571428571,0.05645
0.45,128.92857142857142,0.058399999999999994
0.45,143.14285714285714,0.054200000000000005
0.45,157.35714285714286,0.0558
0.45,171.57142857142856,0.05425
0.45,185.78571428571428,0.05155
0.45,200.0,0.05015000000000001
0.56,1.0,0.1153
0.56,15.214285714285714,0.08109999999999999
0.56,29.428571428571427,0.0732
0.56,43.64285714285714,0.06810000000000001
0.56,57.857142857142854,0.06365000000000001
0.56,72.07142857142857,0.06174999999999999
0.56,86.28571428571428,0.059699999999999996
0.56,100.5,0.0596
0.56,114.71428571428571,0.05739999999999999
0.56,128.92857142857142,0.0529
0.56,143.14285714285714,0.05245
0.56,157.35714285714286,0.054900000000000004
0.56,171.57142857142856,0.05255
0.56,185.78571428571428,0.0492
0.56,200.0,0.05155
0.67,1.0,0.11145000000000001
0.67,15.214285714285714,0.07805
0.67,29.428571428571427,0.07455
0.67,43.64285714285714,0.0659
0.67,57.857142857142854,0.06695
0.67,72.07142857142857,0.06265
0.67,86.28571428571428,0.058550000000000005
0.67,100.5,0.05789999999999999
0.67,114.71428571428571,0.05405
0.67,128.92857142857142,0.055349999999999996
0.67,143.14285714285714,0.0566
0.67,157.35714285714286,0.051550000000000006
0.67,171.57142857142856,0.0514
0.67,185.78571428571428,0.0509
0.67,200.0,0.0487
0.78,1.0,0.11555
0.78,15.214285714285714,0.08120000000000001
0.78,29.428571428571427,0.07170000000000001
0.78,43.64285714285714,0.06545
0.78,57.857142857142854,0.06345
0.78,72.07142857142857,0.0635
0.78,86.28571428571428,0.058899999999999994
0.78,100.5,0.058600000000000006
0.78,114.71428571428571,0.05625
0.78,128.92857142857142,0.0556
0.78,143.14285714285714,0.05395
0.78,157.35714285714286,0.05600000000000001
0.78,171.57142857142856,0.05165000000000001
0.78,185.78571428571428,0.04775
0.78,200.0,0.0486
0.89,1.0,0.11524999999999999
0.89,15.214285714285714,0.0811
0.89,29.428571428571427,0.07275000000000001
0.89,43.64285714285714,0.0662
0.89,57.857142857142854,0.0633
0.89,72.07142857142857,0.05994999999999999
0.89,86.28571428571428,0.06015
0.89,100.5,0.0561
0.89,114.71428571428571,0.053750000000000006
0.89,128.92857142857142,0.05275
0.89,143.14285714285714,0.0481
0.89,157.35714285714286,0.05184999999999999
0.89,171.57142857142856,0.0514
0.89,185.78571428571428,0.0519
0.89,200.0,0.0511
1.0,1.0,0.11560000000000001
1.0,15.214285714285714,0.0806
1.0,29.428571428571427,0.07135
1.0,43.64285714285714,0.06565000000000001
1.0,57.857142857142854,0.0603
1.0,72.07142857142857,0.0601
1.0,86.28571428571428,0.056600000000000004
1.0,100.5,0.059250000000000004
1.0,114.71428571428571,0.055200000000000006
1.0,128.92857142857142,0.0524
1.0,143.14285714285714,0.054700000000000006
1.0,157.35714285714286,0.051050000000000005
1.0,171.57142857142856,0.0494
1.0,185.78571428571428,0.048799999999999996
1.0,200.0,0.048150000000000005
